Date,Open,Day Low,Day High,Close,Volume
2019-07-19,205.79,202.36,206.5,202.59,20929307
2019-07-22,203.65,203.61,207.23,207.22,22277932
2019-07-23,208.46,207.29,208.91,208.84,18355210
2019-07-24,207.67,207.17,209.15,208.67,14991567
2019-07-25,208.89,206.73,209.24,207.02,13909562
2019-07-26,207.48,207.14,209.73,207.74,17618874
2019-07-29,208.46,208.44,210.64,209.68,21673389
2019-07-30,208.76,207.31,210.16,208.78,33935718
2019-07-31,216.42,211.3,221.37,213.04,69281361
2019-08-01,213.9,206.7435,218.03,208.43,54017922
2019-08-02,205.53,201.63,206.43,204.02,40862122
2019-08-05,197.99,192.58,198.649,193.34,52392969
2019-08-06,196.31,194.04,198.067,197,35824787
2019-08-07,195.41,193.82,199.56,199.04,33364400
2019-08-08,200.2,199.39,203.53,203.43,27009523
2019-08-09,201.3,199.29,202.76,200.99,24619746
2019-08-12,199.62,199.15,202.0516,200.48,22481889
2019-08-13,201.02,200.83,212.14,208.97,47539786
2019-08-14,203.16,202.5869,206.44,202.75,36547443
2019-08-15,203.46,199.67,205.14,201.74,27883363
2019-08-16,204.28,203.84,207.16,206.5,28813624
2019-08-19,210.62,210.025,212.7307,210.35,24431915
2019-08-20,210.88,210.32,213.35,210.36,26919529
2019-08-21,212.99,211.6032,213.65,212.64,21564747
2019-08-22,213.19,210.75,214.435,212.46,22267819
2019-08-23,209.43,201,212.051,202.64,46882843
2019-08-26,205.86,205.0573,207.19,206.49,26066130
2019-08-27,207.86,203.53,208.55,204.16,25897344
2019-08-28,204.1,203.32,205.72,205.53,15957632
2019-08-29,208.5,206.655,209.32,209.01,21007652
2019-08-30,210.16,207.2,210.45,208.74,21162561
2019-09-03,206.43,204.22,206.98,205.7,20059574
2019-09-04,208.39,207.32,209.48,209.19,19216820
2019-09-05,212,211.51,213.97,213.28,23946984
2019-09-06,214.05,212.51,214.42,213.26,19362294
2019-09-09,214.84,211.07,216.44,214.17,27309401
2019-09-10,213.86,211.71,216.78,216.7,31777931
2019-09-11,218.07,217.73,223.71,223.59,44289646
2019-09-12,224.8,222.86,226.42,223.085,32226669
2019-09-13,220,217.02,220.79,218.75,39763296
2019-09-16,217.73,217.56,220.13,219.9,21158141
2019-09-17,219.96,219.12,220.82,220.7,18386468
2019-09-18,221.06,219.44,222.85,222.77,25643093
2019-09-19,222.01,220.37,223.76,220.96,22187876
2019-09-20,221.38,217.473,222.56,217.73,57977094
2019-09-23,218.95,217.65,219.84,218.72,19419648
2019-09-24,221.03,217.19,222.49,217.68,31434367
2019-09-25,218.55,217.1402,221.5,221.03,22481006
2019-09-26,220,218.83,220.94,219.89,19088312
2019-09-27,220.54,217.2814,220.96,218.82,25361285
2019-09-30,220.9,220.79,224.58,223.97,26318583
2019-10-01,225.07,224.2,228.22,224.59,36187163
2019-10-02,223.06,217.93,223.58,218.96,35767257
2019-10-03,218.43,215.132,220.96,220.82,30352686
2019-10-04,225.64,223.89,227.49,227.01,34755553
2019-10-07,226.27,225.84,229.93,227.06,30889269
2019-10-08,225.82,224.33,228.06,224.4,29282700
2019-10-09,227.03,225.64,227.79,227.03,19029424
2019-10-10,227.93,227.3,230.44,230.09,28962984
2019-10-11,232.95,232.3075,237.64,236.21,41990210
2019-10-14,234.9,234.6701,238.1342,235.87,24413484
2019-10-15,236.39,234.88,237.65,235.32,23040483
2019-10-16,233.37,233.2,235.24,234.37,19286694
2019-10-17,235.09,233.52,236.15,235.28,17272897
2019-10-18,234.59,234.29,237.58,236.41,24377166
2019-10-21,237.52,237.32,240.99,240.51,22367483
2019-10-22,241.16,239.6218,242.2,239.96,22684001
2019-10-23,242.1,241.22,243.24,243.18,19932545
2019-10-24,244.51,241.805,244.8,243.58,17916255
2019-10-25,243.16,242.88,246.73,246.58,18369296
2019-10-28,247.42,246.72,249.25,249.05,24143241
2019-10-29,248.97,242.57,249.75,243.29,35709867
2019-10-30,244.76,241.21,245.3,243.26,31130522
2019-10-31,247.24,237.26,249.17,248.76,34790520
2019-11-01,249.54,249.16,255.93,255.82,37781334
2019-11-04,257.33,255.38,257.845,257.5,25817952
2019-11-05,257.05,256.32,258.19,257.13,19974427
2019-11-06,256.77,255.365,257.49,257.24,18966124
2019-11-07,258.74,258.11,260.35,259.43,23735083
2019-11-08,258.69,256.85,260.44,260.14,17520495
2019-11-11,258.3,258.28,262.47,262.2,20507459
2019-11-12,261.55,260.92,262.79,261.96,21847226
2019-11-13,261.13,261.07,264.78,264.47,25817593
2019-11-14,263.75,262.1,264.88,262.64,22395556
2019-11-15,263.68,263.01,265.78,265.76,25093666
2019-11-18,265.8,264.23,267.43,267.1,21700897
2019-11-19,267.9,265.3926,268,266.29,19069597
2019-11-20,265.54,260.4,266.083,263.19,26609919
2019-11-21,263.69,261.18,264.005,262.01,30348778
2019-11-22,262.59,260.84,263.18,261.78,16331263
2019-11-25,262.71,262.52,266.44,266.37,21029517
2019-11-26,266.94,262.5,267.16,264.29,26334882
2019-11-27,265.58,265.31,267.98,267.84,16386122
2019-11-29,266.6,265.9,268,267.25,11654363
2019-12-02,267.27,263.45,268.25,264.16,23693550
2019-12-03,258.31,256.29,259.53,259.45,29377268
2019-12-04,261.07,260.68,263.31,261.74,16810388
2019-12-05,263.79,262.73,265.89,265.58,18661343
2019-12-06,267.48,267.3,271,270.71,26547493
2019-12-09,270,264.91,270.8,266.92,32182645
2019-12-10,268.6,265.86,270.07,268.48,22632383
2019-12-11,268.81,268.5,271.1,270.77,19723391
2019-12-12,267.78,267.321,272.5599,271.46,34437042
2019-12-13,271.46,270.93,275.3,275.15,33432806
2019-12-16,277,276.98,280.79,279.86,32081105
2019-12-17,279.57,278.8,281.77,280.41,28575798
2019-12-18,279.8,279.12,281.9,279.74,29024687
2019-12-19,279.5,278.95,281.18,280.02,24626947
2019-12-20,282.23,278.56,282.65,279.44,69032743
2019-12-23,280.53,280.3735,284.25,284,24677883
2019-12-24,284.69,282.9197,284.89,284.27,12119714
2019-12-26,284.82,284.7,289.98,289.91,23334004
2019-12-27,291.12,288.12,293.97,289.8,36592936
2019-12-30,289.46,285.22,292.69,291.52,36059614
2019-12-31,289.93,289.52,293.68,293.65,25247625
2020-01-02,296.24,295.19,300.6,300.35,33911864
2020-01-03,297.15,296.5,300.58,297.43,36633878
2020-01-06,293.79,292.75,299.96,299.8,29644644
2020-01-07,299.84,297.48,300.9,298.39,27877655
2020-01-08,297.16,297.156,304.4399,303.19,33090946
2020-01-09,307.235,306.2,310.43,309.63,42621542
2020-01-10,310.6,308.25,312.67,310.33,35217272
2020-01-13,311.64,311.15,317.07,316.96,30521722
2020-01-14,316.7,312.17,317.57,312.68,40653457
2020-01-15,311.85,309.55,315.5,311.34,30480882
2020-01-16,313.59,312.09,315.7,315.24,27207254
2020-01-17,316.27,315,318.74,318.73,34454117
2020-01-21,317.19,316,319.02,316.57,27710814
2020-01-22,318.58,317.31,319.99,317.7,25458115
2020-01-23,317.92,315.65,319.56,319.23,26117993
2020-01-24,320.25,317.5188,323.33,318.31,36634380
2020-01-27,310.06,304.88,311.77,308.95,40485005
2020-01-28,312.6,312.19,318.4,317.69,40558486
2020-01-29,324.45,321.38,327.85,324.34,54149928
2020-01-30,320.5435,318.75,324.09,323.87,31685808
2020-01-31,320.93,308.29,322.68,309.51,49897096
2020-02-03,304.3,302.22,313.49,308.66,43496401
2020-02-04,315.31,313.6345,319.64,318.85,34154134
2020-02-05,323.52,318.95,324.76,321.45,29706718
2020-02-06,322.57,320.2648,325.22,325.21,26356385
2020-02-07,322.37,318,323.4,320.03,29421012
2020-02-10,314.18,313.85,321.55,321.55,27337215
2020-02-11,323.6,318.71,323.9,319.61,23580780
2020-02-12,321.47,321.47,327.22,327.2,28432573
2020-02-13,324.19,323.35,326.22,324.87,23686892
2020-02-14,324.74,322.85,325.98,324.95,20028447
2020-02-18,315.36,314.61,319.75,319,38190545
2020-02-19,320,320,324.57,323.62,23495991
2020-02-20,322.63,318.21,324.65,320.3,25141489
2020-02-21,318.62,310.5,320.45,313.05,32426415
2020-02-24,297.26,289.23,304.18,298.18,55548828
2020-02-25,300.95,286.13,302.53,288.08,57668364
2020-02-26,286.53,286.5,297.88,292.65,49678431
2020-02-27,281.1,272.96,286,273.52,80151381
2020-02-28,257.26,256.37,278.41,273.36,106721230
2020-03-02,282.28,277.72,301.44,298.81,85349339
2020-03-03,303.67,285.8,304,289.32,79868852
2020-03-04,296.44,293.13,303.4,302.74,54794568
2020-03-05,295.52,291.41,299.55,292.92,46893219
2020-03-06,282,281.23,290.82,289.03,56544246
2020-03-09,263.75,263,278.09,266.17,71686208
2020-03-10,277.14,269.37,286.44,285.34,71322520
2020-03-11,277.39,271.86,281.22,275.43,64094970
2020-03-12,255.94,248,270,248.23,104618517
2020-03-13,264.89,252.95,279.92,277.97,92683032
2020-03-16,241.95,240,259.08,242.21,80605865
2020-03-17,247.51,238.4,257.61,252.86,81013965
2020-03-18,239.77,237.12,250,246.67,75058406
2020-03-19,247.385,242.61,252.84,244.78,67964255
2020-03-20,247.18,228,251.83,229.24,100423346
2020-03-23,228.08,212.61,228.4997,224.37,84188208
2020-03-24,236.36,234.3,247.69,246.88,71882773
2020-03-25,250.75,244.3,258.25,245.52,75900510
2020-03-26,246.52,246.36,258.68,258.44,63140169
2020-03-27,252.75,247.05,255.87,247.74,51054153
2020-03-30,250.74,249.4,255.52,254.81,41994110
2020-03-31,255.6,252,262.49,254.29,49250501
2020-04-01,246.5,239.13,248.72,240.91,44054638
2020-04-02,240.34,236.9,245.15,244.93,41483493
2020-04-03,242.8,238.9741,245.7,241.41,32470017
2020-04-06,250.9,249.38,263.11,262.47,50455071
2020-04-07,270.8,259,271.7,259.43,50721831
2020-04-08,262.74,261.23,267.37,266.07,42223821
2020-04-09,268.7,264.7,270.07,267.99,40529123
2020-04-13,268.31,265.83,273.7,273.25,32755731
2020-04-14,280,278.05,288.25,287.05,48748672
2020-04-15,282.4,280.63,286.33,284.43,32788641
2020-04-16,287.38,282.3502,288.1975,286.69,39281290
2020-04-17,284.69,276.86,286.945,282.8,53812478
2020-04-20,277.95,276.85,281.68,276.93,32503750
2020-04-21,276.28,265.43,277.25,268.37,45247893
2020-04-22,273.61,272.2,277.9,276.1,29264342
2020-04-23,275.87,274.87,281.75,275.03,31203582
2020-04-24,277.2,277,283.01,282.97,31627183
2020-04-27,281.8,279.95,284.54,283.17,29271893
2020-04-28,285.08,278.2,285.83,278.58,28001187
2020-04-29,284.73,283.89,289.67,287.73,34320204
2020-04-30,289.96,288.35,294.53,293.8,45765968
2020-05-01,286.25,285.85,299,289.07,60154175
2020-05-04,289.17,286.3172,293.69,293.16,33391986
2020-05-05,295.06,294.46,301,297.56,36937795
2020-05-06,300.46,298.87,303.24,300.63,35583438
2020-05-07,303.22,301.97,305.17,303.74,28803764
2020-05-08,305.64,304.29,310.35,310.13,33511985
2020-05-11,308.1,307.24,317.05,315.01,36486561
2020-05-12,317.83,310.91,319.688,311.41,40575263
2020-05-13,312.15,303.21,315.95,307.65,50155639
2020-05-14,304.51,301.53,309.79,309.54,39732269
2020-05-15,300.35,300.21,307.9,307.71,41587094
2020-05-18,313.17,310.3241,316.5,314.96,33843125
2020-05-19,315.03,313.01,318.52,313.14,25432385
2020-05-20,316.68,316.2,319.52,319.23,27876215
2020-05-21,318.66,315.87,320.89,316.85,25672211
2020-05-22,315.77,315.35,319.23,318.89,20450754
2020-05-26,323.5,316.5,324.24,316.73,31380454
2020-05-27,316.14,313.09,318.71,318.11,28236274
2020-05-28,316.77,315.63,323.44,318.25,33449103
2020-05-29,319.25,316.47,321.15,317.94,38399532
2020-06-01,317.75,317.21,322.35,321.85,20254653
2020-06-02,320.745,318.93,323.44,323.34,21910704
2020-06-03,324.66,322.3,326.2,325.12,26122804
2020-06-04,324.39,320.78,325.62,322.32,21890091
2020-06-05,323.35,323.23,331.75,331.5,34312550
2020-06-08,330.25,327.32,333.6,333.46,23913634
2020-06-09,332.14,332.01,345.61,343.99,36928091
2020-06-10,347.9,346.09,354.77,352.84,41662938
2020-06-11,349.31,335.48,351.06,335.9,50415613
2020-06-12,344.72,334.2233,347.8,338.8,50036513
2020-06-15,333.25,332.58,345.68,342.99,34702230
2020-06-16,351.46,344.72,353.2,352.08,41357182
2020-06-17,355.15,351.09,355.4,351.59,28601626
2020-06-18,351.41,349.22,353.45,351.73,24205096
2020-06-19,354.635,345.15,356.56,349.72,66118952
2020-06-22,351.34,351.15,359.46,358.87,33861316
2020-06-23,364,362.2701,372.38,366.53,53038869
2020-06-24,365,358.52,368.79,360.06,48115514
